,year,name,percent,gender
209000,1960,Mary,0.02475,girl
209001,1960,Susan,0.018846,girl
209002,1960,Linda,0.017942,girl
209003,1960,Karen,0.017494,girl
209004,1960,Donna,0.01641,girl
209005,1960,Lisa,0.016207,girl
209006,1960,Patricia,0.015435,girl
209007,1960,Debra,0.012855,girl
209008,1960,Cynthia,0.012847,girl
209009,1960,Deborah,0.012149,girl
209010,1960,Sandra,0.011815,girl
209011,1960,Barbara,0.011757,girl
209012,1960,Brenda,0.01152,girl
209013,1960,Pamela,0.010621,girl
209014,1960,Nancy,0.010528,girl
209015,1960,Sharon,0.009818,girl
209016,1960,Cheryl,0.009194,girl
209017,1960,Elizabeth,0.009062,girl
209018,1960,Teresa,0.009055,girl
209019,1960,Lori,0.008985,girl
209020,1960,Kathy,0.008885,girl
209021,1960,Diane,0.008604,girl
209022,1960,Carol,0.008399,girl
209023,1960,Laura,0.008204,girl
209024,1960,Debbie,0.008197,girl
209025,1960,Kimberly,0.008108,girl
209026,1960,Kathleen,0.007735,girl
209027,1960,Julie,0.00773,girl
209028,1960,Denise,0.007245,girl
209029,1960,Cindy,0.007191,girl
209030,1960,Tammy,0.006881,girl
209031,1960,Janet,0.006851,girl
209032,1960,Robin,0.006723,girl
209033,1960,Kim,0.005998,girl
209034,1960,Theresa,0.005696,girl
209035,1960,Margaret,0.005465,girl
209036,1960,Laurie,0.004877,girl
209037,1960,Rebecca,0.004793,girl
209038,1960,Michelle,0.004762,girl
209039,1960,Christine,0.004751,girl
209040,1960,Janice,0.004623,girl
209041,1960,Catherine,0.004583,girl
209042,1960,Carolyn,0.004526,girl
209043,1960,Rhonda,0.004448,girl
209044,1960,Cathy,0.004395,girl
209045,1960,Tina,0.004392,girl
209046,1960,Connie,0.004265,girl
209047,1960,Judy,0.004261,girl
209048,1960,Terri,0.004205,girl
209049,1960,Angela,0.004174,girl
209050,1960,Ann,0.004174,girl
209051,1960,Kelly,0.004174,girl
209052,1960,Diana,0.004008,girl
209053,1960,Sherry,0.003998,girl
209054,1960,Paula,0.003879,girl
209055,1960,Sheila,0.003804,girl
209056,1960,Dawn,0.003758,girl
209057,1960,Joyce,0.003724,girl
209058,1960,Maria,0.00362,girl
209059,1960,Beverly,0.003557,girl
209060,1960,Jennifer,0.003482,girl
209061,1960,Annette,0.00343,girl
209062,1960,Wendy,0.003298,girl
209063,1960,Lynn,0.003294,girl
209064,1960,Valerie,0.00323,girl
209065,1960,Wanda,0.003209,girl
209066,1960,Jane,0.003165,girl
209067,1960,Betty,0.003128,girl
209068,1960,Peggy,0.003094,girl
209069,1960,Shirley,0.003083,girl
209070,1960,Bonnie,0.003072,girl
209071,1960,Beth,0.003008,girl
209072,1960,Vicki,0.002962,girl
209073,1960,Judith,0.002958,girl
209074,1960,Darlene,0.002933,girl
209075,1960,Jill,0.002894,girl
209076,1960,Amy,0.00287,girl
209077,1960,Suzanne,0.00287,girl
209078,1960,Gloria,0.002865,girl
209079,1960,Katherine,0.002827,girl
209080,1960,Joan,0.002826,girl
209081,1960,Kathryn,0.002821,girl
209082,1960,Martha,0.002802,girl
209083,1960,Tracy,0.002774,girl
209084,1960,Jacqueline,0.002718,girl
209085,1960,Jean,0.002712,girl
209086,1960,Anita,0.002709,girl
209087,1960,Anne,0.002708,girl
209088,1960,Michele,0.002701,girl
209089,1960,Gail,0.002605,girl
209090,1960,Stephanie,0.002531,girl
209091,1960,Leslie,0.002519,girl
209092,1960,Renee,0.002503,girl
209093,1960,Ellen,0.002469,girl
209094,1960,Dorothy,0.002439,girl
209095,1960,Rita,0.002417,girl
209096,1960,Ruth,0.002377,girl
209097,1960,Rose,0.002351,girl
209098,1960,Joanne,0.002343,girl
209099,1960,Vickie,0.002338,girl
209100,1960,Terry,0.00233,girl
209101,1960,Virginia,0.002299,girl
209102,1960,Marie,0.00227,girl
209103,1960,Anna,0.002236,girl
209104,1960,Regina,0.002206,girl
209105,1960,Maureen,0.002174,girl
209106,1960,Colleen,0.002139,girl
209107,1960,Phyllis,0.002133,girl
209108,1960,Melissa,0.002123,girl
209109,1960,Carla,0.002103,girl
209110,1960,Becky,0.002078,girl
209111,1960,Elaine,0.002072,girl
209112,1960,Penny,0.002069,girl
209113,1960,Victoria,0.002068,girl
209114,1960,Andrea,0.002027,girl
209115,1960,Sarah,0.002024,girl
209116,1960,Helen,0.001957,girl
209117,1960,Marilyn,0.001956,girl
209118,1960,Alice,0.001944,girl
209119,1960,Sue,0.001929,girl
209120,1960,Sylvia,0.001838,girl
209121,1960,Julia,0.001823,girl
209122,1960,Sally,0.001805,girl
209123,1960,Melanie,0.001762,girl
209124,1960,Tamara,0.001761,girl
209125,1960,Sandy,0.001755,girl
209126,1960,Frances,0.001727,girl
209127,1960,Gina,0.001715,girl
209128,1960,Jeanne,0.001686,girl
209129,1960,Eileen,0.001681,girl
209130,1960,Joann,0.001641,girl
209131,1960,Pam,0.00164,girl
209132,1960,Yvonne,0.001634,girl
209133,1960,Jo,0.001623,girl
209134,1960,Lorraine,0.001602,girl
209135,1960,Sherri,0.001592,girl
209136,1960,Evelyn,0.001549,girl
209137,1960,Loretta,0.001533,girl
209138,1960,Carrie,0.001514,girl
209139,1960,Dana,0.001486,girl
209140,1960,Monica,0.001485,girl
209141,1960,Sheryl,0.001471,girl
209142,1960,Melinda,0.001465,girl
209143,1960,Jackie,0.001439,girl
209144,1960,Patty,0.001412,girl
209145,1960,Toni,0.001394,girl
209146,1960,Doris,0.001394,girl
209147,1960,Charlene,0.001392,girl
209148,1960,Roberta,0.001367,girl
209149,1960,Belinda,0.001356,girl
209150,1960,Charlotte,0.001337,girl
209151,1960,Joy,0.001335,girl
209152,1960,Melody,0.001325,girl
209153,1960,Vanessa,0.001305,girl
209154,1960,Christina,0.001304,girl
209155,1960,Glenda,0.001295,girl
209156,1960,Marcia,0.001293,girl
209157,1960,Shelly,0.001292,girl
209158,1960,Jeanette,0.001274,girl
209159,1960,Dianne,0.00126,girl
209160,1960,Holly,0.001241,girl
209161,1960,Norma,0.001232,girl
209162,1960,Gwendolyn,0.001228,girl
209163,1960,Lynne,0.001182,girl
209164,1960,Patti,0.001182,girl
209165,1960,Jan,0.001177,girl
209166,1960,Carmen,0.001172,girl
209167,1960,Veronica,0.001167,girl
209168,1960,Vicky,0.001141,girl
209169,1960,Heidi,0.001126,girl
209170,1960,Yolanda,0.001122,girl
209171,1960,Teri,0.00112,girl
209172,1960,Deanna,0.001103,girl
209173,1960,Audrey,0.001096,girl
209174,1960,Lois,0.001093,girl
209175,1960,Shelia,0.001087,girl
209176,1960,Tami,0.001086,girl
209177,1960,Marsha,0.001076,girl
209178,1960,Sheri,0.001064,girl
209179,1960,Jamie,0.00106,girl
209180,1960,Rosemary,0.001053,girl
209181,1960,Shelley,0.001028,girl
209182,1960,Lynda,0.001021,girl
209183,1960,Juanita,0.001007,girl
209184,1960,Tammie,0.000996,girl
209185,1960,Sara,0.00098,girl
209186,1960,Irene,0.000976,girl
209187,1960,Vivian,0.000971,girl
209188,1960,Crystal,0.000962,girl
209189,1960,Tracey,0.000942,girl
209190,1960,April,0.000929,girl
209191,1960,Kay,0.000926,girl
209192,1960,Roxanne,0.000923,girl
209193,1960,Doreen,0.000918,girl
209194,1960,Shari,0.000908,girl
209195,1960,Jody,0.000885,girl
209196,1960,Rosa,0.000876,girl
209197,1960,Rachel,0.000861,girl
209198,1960,Louise,0.000859,girl
209199,1960,Marianne,0.000856,girl
209200,1960,Constance,0.000834,girl
209201,1960,Darla,0.000828,girl
209202,1960,Carole,0.000811,girl
209203,1960,Eva,0.00081,girl
209204,1960,Lydia,0.000802,girl
209205,1960,Karla,0.000796,girl
209206,1960,Dianna,0.000794,girl
209207,1960,Marlene,0.000793,girl
209208,1960,Alicia,0.000792,girl
209209,1960,June,0.000791,girl
209210,1960,Arlene,0.00078,girl
209211,1960,Grace,0.000753,girl
209212,1960,Jodi,0.000752,girl
209213,1960,Debora,0.000747,girl
209214,1960,Ramona,0.000747,girl
209215,1960,Natalie,0.000746,girl
209216,1960,Tanya,0.000743,girl
209217,1960,Lee,0.000738,girl
209218,1960,Chris,0.000725,girl
209219,1960,Gayle,0.000716,girl
209220,1960,Annie,0.000711,girl
209221,1960,Stacy,0.000699,girl
209222,1960,Geraldine,0.000688,girl
209223,1960,Lillian,0.000687,girl
209224,1960,Bernadette,0.000686,girl
209225,1960,Yvette,0.000685,girl
209226,1960,Cheri,0.000677,girl
209227,1960,Felicia,0.000671,girl
209228,1960,Ruby,0.000668,girl
209229,1960,Joni,0.000667,girl
209230,1960,Janine,0.000664,girl
209231,1960,Dolores,0.000658,girl
209232,1960,Ronda,0.000654,girl
209233,1960,Esther,0.000653,girl
209234,1960,Jenny,0.000651,girl
209235,1960,Marjorie,0.000648,girl
209236,1960,Delores,0.000647,girl
209237,1960,Nora,0.000647,girl
209238,1960,Lauren,0.000642,girl
209239,1960,Sherrie,0.000641,girl
209240,1960,Maryann,0.00064,girl
209241,1960,Tonya,0.000639,girl
209242,1960,Edith,0.000617,girl
209243,1960,Cassandra,0.000614,girl
209244,1960,Sonya,0.000614,girl
209245,1960,Alison,0.000609,girl
209246,1960,Betsy,0.000602,girl
209247,1960,Nina,0.000594,girl
209248,1960,Robyn,0.00059,girl
209249,1960,Stacey,0.00059,girl
209250,1960,Emily,0.000588,girl
209251,1960,Caroline,0.000583,girl
209252,1960,Priscilla,0.000583,girl
209253,1960,Lynette,0.000583,girl
209254,1960,Lora,0.000578,girl
209255,1960,Kimberley,0.000577,girl
209256,1960,Susie,0.000577,girl
209257,1960,Therese,0.000576,girl
209258,1960,Claudia,0.000574,girl
209259,1960,Margie,0.000564,girl
209260,1960,Myra,0.000564,girl
209261,1960,Christy,0.000558,girl
209262,1960,Josephine,0.000558,girl
209263,1960,Bridget,0.000556,girl
209264,1960,Erin,0.000554,girl
209265,1960,Ginger,0.000547,girl
209266,1960,Lucy,0.000545,girl
209267,1960,Pauline,0.000534,girl
209268,1960,Terrie,0.000534,girl
209269,1960,Edna,0.000533,girl
209270,1960,Patsy,0.000532,girl
209271,1960,Marla,0.000522,girl
209272,1960,Janie,0.000522,girl
209273,1960,Mildred,0.000521,girl
209274,1960,Kristine,0.000521,girl
209275,1960,Mona,0.000519,girl
209276,1960,Allison,0.000514,girl
209277,1960,Kristi,0.000509,girl
209278,1960,Jeannie,0.000508,girl
209279,1960,Lorrie,0.000506,girl
209280,1960,Miriam,0.000506,girl
209281,1960,Jacquelyn,0.000502,girl
209282,1960,Cecilia,0.000498,girl
209283,1960,Patrice,0.000496,girl
209284,1960,Francine,0.000491,girl
209285,1960,Marian,0.000489,girl
209286,1960,Lorie,0.000488,girl
209287,1960,Shannon,0.000488,girl
209288,1960,Bobbie,0.000484,girl
209289,1960,Kelley,0.000482,girl
209290,1960,Rosemarie,0.000479,girl
209291,1960,Angie,0.000475,girl
209292,1960,Georgia,0.000474,girl
209293,1960,Sabrina,0.000473,girl
209294,1960,Jana,0.000472,girl
209295,1960,Amanda,0.000471,girl
209296,1960,Emma,0.000471,girl
209297,1960,Heather,0.000467,girl
209298,1960,Nadine,0.000465,girl
209299,1960,Irma,0.00046,girl
209300,1960,Kelli,0.000459,girl
209301,1960,Sonia,0.000458,girl
209302,1960,Kerry,0.000458,girl
209303,1960,Cathleen,0.000457,girl
209304,1960,Jeannette,0.000451,girl
209305,1960,Antoinette,0.000449,girl
209306,1960,Gretchen,0.000449,girl
209307,1960,Dora,0.000444,girl
209308,1960,Clara,0.00044,girl
209309,1960,Rochelle,0.000438,girl
209310,1960,Jayne,0.000438,girl
209311,1960,Rene,0.000438,girl
209312,1960,Beatrice,0.000437,girl
209313,1960,Vera,0.000434,girl
209314,1960,Claire,0.000432,girl
209315,1960,Gwen,0.000429,girl
209316,1960,Bonita,0.000428,girl
209317,1960,Faith,0.00042,girl
209318,1960,Bernice,0.000417,girl
209319,1960,Gladys,0.000414,girl
209320,1960,Janis,0.000412,girl
209321,1960,Paulette,0.000411,girl
209322,1960,Bertha,0.00041,girl
209323,1960,Jeanine,0.000408,girl
209324,1960,Candace,0.000405,girl
209325,1960,Thelma,0.000402,girl
209326,1960,Candy,0.000398,girl
209327,1960,Eleanor,0.000398,girl
209328,1960,Joanna,0.000395,girl
209329,1960,Marion,0.00039,girl
209330,1960,Lucinda,0.000389,girl
209331,1960,Jennie,0.000388,girl
209332,1960,Alma,0.000379,girl
209333,1960,Laurel,0.000379,girl
209334,1960,Kellie,0.000378,girl
209335,1960,Faye,0.000376,girl
209336,1960,Billie,0.000376,girl
209337,1960,Iris,0.000374,girl
209338,1960,Kristin,0.000372,girl
209339,1960,Leticia,0.000372,girl
209340,1960,Lana,0.000372,girl
209341,1960,Leigh,0.000371,girl
209342,1960,Naomi,0.000371,girl
209343,1960,Katrina,0.00037,girl
209344,1960,Leah,0.00037,girl
209345,1960,Celeste,0.000366,girl
209346,1960,Shawn,0.000364,girl
209347,1960,Sonja,0.000364,girl
209348,1960,Jeri,0.000364,girl
209349,1960,Pat,0.000363,girl
209350,1960,Ella,0.000359,girl
209351,1960,Kari,0.000359,girl
209352,1960,Della,0.000358,girl
209353,1960,Rosie,0.000358,girl
209354,1960,Dena,0.000355,girl
209355,1960,Florence,0.000354,girl
209356,1960,Ida,0.000354,girl
209357,1960,Karin,0.000353,girl
209358,1960,Ethel,0.000351,girl
209359,1960,Luann,0.000351,girl
209360,1960,Molly,0.000351,girl
209361,1960,Wilma,0.000346,girl
209362,1960,Trudy,0.000345,girl
209363,1960,Lauri,0.000339,girl
209364,1960,Nanette,0.000335,girl
209365,1960,Lesa,0.000329,girl
209366,1960,Tara,0.000329,girl
209367,1960,Kathi,0.000327,girl
209368,1960,Lorna,0.000326,girl
209369,1960,Lucille,0.000325,girl
209370,1960,Traci,0.000324,girl
209371,1960,Debby,0.000322,girl
209372,1960,Trina,0.000318,girl
209373,1960,Cherie,0.000315,girl
209374,1960,Rosalind,0.000313,girl
209375,1960,Adrienne,0.00031,girl
209376,1960,Liz,0.000307,girl
209377,1960,Jeannine,0.000306,girl
209378,1960,Gay,0.000301,girl
209379,1960,Marcella,0.000301,girl
209380,1960,Monique,0.000301,girl
209381,1960,Stella,0.000298,girl
209382,1960,Ana,0.000297,girl
209383,1960,Polly,0.000294,girl
209384,1960,Olga,0.000291,girl
209385,1960,Lillie,0.000289,girl
209386,1960,Leanne,0.000289,girl
209387,1960,Lou,0.000285,girl
209388,1960,Maxine,0.000285,girl
209389,1960,Katie,0.000285,girl
209390,1960,Mindy,0.000284,girl
209391,1960,Willie,0.000284,girl
209392,1960,Alisa,0.000282,girl
209393,1960,Gale,0.000282,girl
209394,1960,Christie,0.000281,girl
209395,1960,Leann,0.000279,girl
209396,1960,Hazel,0.000277,girl
209397,1960,Kris,0.000277,girl
209398,1960,Madeline,0.000276,girl
209399,1960,Suzette,0.000275,girl
209400,1960,Hope,0.000274,girl
209401,1960,Deirdre,0.000273,girl
209402,1960,Tamra,0.000272,girl
209403,1960,Janette,0.00027,girl
209404,1960,Susanne,0.000269,girl
209405,1960,Jessica,0.000269,girl
209406,1960,Velma,0.000268,girl
209407,1960,Cecelia,0.000268,girl
209408,1960,Tamera,0.000267,girl
209409,1960,Corinne,0.000266,girl
209410,1960,Dina,0.000266,girl
209411,1960,Jerri,0.000264,girl
209412,1960,Tracie,0.000264,girl
209413,1960,Kristen,0.000261,girl
209414,1960,Celia,0.000261,girl
209415,1960,Amelia,0.00026,girl
209416,1960,Kristy,0.000258,girl
209417,1960,Dale,0.000257,girl
209418,1960,Valarie,0.000257,girl
209419,1960,Verna,0.000257,girl
209420,1960,Desiree,0.000255,girl
209421,1960,Ladonna,0.000254,girl
209422,1960,Lorri,0.000254,girl
209423,1960,Marcy,0.000253,girl
209424,1960,Tammi,0.000253,girl
209425,1960,Colette,0.000252,girl
209426,1960,Jolene,0.000251,girl
209427,1960,Rosalie,0.000251,girl
209428,1960,Lena,0.00025,girl
209429,1960,Marguerite,0.00025,girl
209430,1960,Elisa,0.000248,girl
209431,1960,Rena,0.000248,girl
209432,1960,Dee,0.000246,girl
209433,1960,Jessie,0.000245,girl
209434,1960,Jodie,0.000242,girl
209435,1960,Camille,0.000239,girl
209436,1960,Margarita,0.000239,girl
209437,1960,Sondra,0.000239,girl
209438,1960,Laverne,0.000239,girl
